leadid,subject,companyname,jobtitle,industrycode,address1_stateorprovince,leadsourcecode,campaignid,relatedobjectid,ahn_productgroup,ahn_estimatedtonnage,parentaccountid,ownerid,createdon,modifiedon,statecode,statuscode,qualifyingopportunityid
569877e5-d3fc-409f-bdf5-670735e4bff4,"Pipes & Profiles, 55 t - Sahand-Mehrgan Steel Structures",Sahand-Mehrgan Steel Structures,Managing Director,100000001,Fars,1,fa8dae42-ba54-4920-a099-d18087623997,68f5ca43-ac51-4301-80b9-dbe1f084d41b,100000005,75.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-11T08:45:00Z,2025-03-13T05:50:00Z,2,6,
bbd5c528-edb4-47e4-b86d-806f2919b585,"Galvanized Sheet, 195 t - Arya Pipe Works Ltd.",Arya Pipe Works Ltd.,Supply Chain Manager,100000002,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,73067e2d-af92-47bf-8286-78bbc7c4d17c,100000004,205.0,f94d8fcb-dba3-496f-ba32-3f6990dbfad6,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-15T08:46:00Z,2025-02-17T11:56:00Z,2,4,
fb860a16-a526-4123-a1a3-969bbc41ef3c,"Rebar, 85 t - Sabalan-Sadaf Builders",Sabalan-Sadaf Builders,Project Manager,100000000,East Azerbaijan,1,fa8dae42-ba54-4920-a099-d18087623997,2857e29a-dd04-4927-b03a-2a3bd76c43cb,100000000,85.0,07f7009a-8a51-419f-9c31-5267cf9ad7aa,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-27T04:53:00Z,2025-03-04T13:08:00Z,1,3,bd94776b-963c-4bb0-a4c0-9b48a4a9a9b1
999def8a-c530-4d91-a78b-40c3a4346b81,"Rebar, 90 t - Sabalan Ahan Forooshi Industries",Sabalan Ahan Forooshi Industries,Site Engineer,100000004,Alborz,1,fa8dae42-ba54-4920-a099-d18087623997,2c279bb1-8a7c-4f1e-83a2-ccae4e65389c,100000000,65.0,cd4dc526-65ea-47dd-94bf-4ad39a688294,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-25T12:24:00Z,2025-03-03T07:44:00Z,1,3,7ef5383d-ceb0-4595-9794-6e7f4cd27f56
9072c5c8-49b5-4f7c-be66-6c5a6b8a0a4c,"Hot-Rolled Sheet, 140 t - Mehr Profile Works Ltd.",Mehr Profile Works Ltd.,Supply Chain Manager,100000002,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,1b2e046c-7db0-4075-8737-b06123baa116,100000002,175.0,,5304317f-af42-412f-b838-b3268e944239,2025-03-01T12:27:00Z,2025-03-02T13:26:00Z,2,6,
9b7d905a-57d5-416c-ac71-0b68cd856d32,"Hot-Rolled Sheet, 30 t - Hirad-Rahyab Eskelet Felezi",Hirad-Rahyab Eskelet Felezi,Procurement Lead,100000001,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,78822ac0-afc4-4ca5-961b-5779dac27830,100000002,25.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-02-11T08:50:00Z,2025-02-12T11:36:00Z,2,4,
c7b09cf4-c205-44a7-acf3-7d53b752ed69,"Rebar, 40 t - Taban-Iman Eskelet Felezi",Taban-Iman Eskelet Felezi,Project Manager,100000001,Fars,1,fa8dae42-ba54-4920-a099-d18087623997,dc46fd1b-92ff-4785-aea4-6613fcbad69e,100000000,30.0,9cf8e2e0-9c5d-49d7-a85a-36df5a3ab332,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-01T07:03:00Z,2025-03-05T13:10:00Z,1,3,378ca8bb-041d-45f5-910f-e0a545b0bb74
0a17d9dc-4349-4424-a6af-43066ba7d9f2,"Hot-Rolled Sheet, 50 t - Vista-Raman Steel Structures",Vista-Raman Steel Structures,Supply Chain Manager,100000001,Fars,1,fa8dae42-ba54-4920-a099-d18087623997,4cef5b30-d8d8-467a-9286-62892caeef83,100000002,40.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-20T04:58:00Z,2025-02-24T12:48:00Z,2,4,
3b01473a-d38e-4e0c-b045-d82acf49d9fc,"Rebar, 160 t - Persis-Iman Contracting",Persis-Iman Contracting,Procurement Lead,100000000,Khorasan Razavi,1,fa8dae42-ba54-4920-a099-d18087623997,0709e2e0-2524-4dcd-a74d-607215051857,100000000,135.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-15T09:26:00Z,2025-02-18T09:50:00Z,2,5,
5b74865b-7b4e-4d57-b894-29983532ea2e,"Cold-Rolled Sheet, 110 t - Iman Appliance Components Group",Iman Appliance Components Group,Procurement Lead,100000003,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,acf85ea7-8ec0-493d-b05a-c176d3bc4c9b,100000003,145.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-11T12:40:00Z,2025-02-12T04:41:00Z,2,6,
2de74cf2-bb24-49d1-bb2b-66d4d0f8a8a4,"Galvanized Sheet, 90 t - Navid Profile Sazan Industries",Navid Profile Sazan Industries,Purchasing Manager,100000002,Khuzestan,1,fa8dae42-ba54-4920-a099-d18087623997,027d93cc-3e5f-471d-bc30-48840dbffd7a,100000004,85.0,da948cdf-6637-4dc7-91f4-48bb28802cff,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-02-26T09:00:00Z,2025-03-04T06:38:00Z,1,3,fbabb543-270c-4c3d-9d75-9a71bf58b0b1
829c7fa5-bbda-4f89-bd97-77f6e292d53d,"Rebar, 30 t - Jahan-Kavir Sabz Contracting",Jahan-Kavir Sabz Contracting,Project Manager,100000000,East Azerbaijan,1,fa8dae42-ba54-4920-a099-d18087623997,96d4beb8-7cc7-4e77-b518-3180c325d7ee,100000000,25.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-08T06:12:00Z,2025-02-15T10:29:00Z,2,6,
7ae9993c-7cd2-43ed-81a5-19492a6e0b4c,"Galvanized Sheet, 130 t - Farnam Press Works Ltd.",Farnam Press Works Ltd.,Purchasing Manager,100000003,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,7143f782-6faa-4d30-b7af-962c86cd22c1,100000004,180.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-18T13:21:00Z,2025-02-24T11:32:00Z,2,4,
db5fc59e-df3a-42bd-b478-3e0c61205840,"Beams & Sections, 35 t - Karun-Shahab Steel Structures",Karun-Shahab Steel Structures,Project Manager,100000001,Isfahan,1,fa8dae42-ba54-4920-a099-d18087623997,716fe3f5-049c-4f46-8b68-8cf10d50798c,100000001,30.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-03-08T08:59:00Z,2025-03-13T12:02:00Z,2,6,
240696b4-0cd9-4e6f-8387-e8baaa6ca6f1,"Hot-Rolled Sheet, 60 t - Arya-Ava Fabrication Works",Arya-Ava Fabrication Works,Procurement Lead,100000001,Khuzestan,1,fa8dae42-ba54-4920-a099-d18087623997,1305e3e1-386c-4ed8-bc6f-8a0951161b26,100000002,45.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-03-01T05:43:00Z,2025-03-11T12:38:00Z,2,4,
91186af4-1a2f-41dd-8e40-9d7575cf289b,"Beams & Sections, 105 t - Negin Steel Depot Industries",Negin Steel Depot Industries,Project Manager,100000004,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,02091ae5-e554-4216-b451-483d13d694fb,100000001,90.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-24T08:06:00Z,2025-03-02T11:40:00Z,2,5,
6549d377-9ecd-4b29-8a85-e4d2198550f7,"Cold-Rolled Sheet, 305 t - Arya Profile Works Group",Arya Profile Works Group,Managing Director,100000002,Isfahan,1,fa8dae42-ba54-4920-a099-d18087623997,ec5464a1-8773-4e8a-b013-d7625d4a2b4a,100000003,455.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-02-19T06:40:00Z,2025-02-22T12:21:00Z,2,5,
82db34f3-52c3-4305-b822-78411d222845,"Hot-Rolled Sheet, 40 t - Chakad-Karun Fabrication Works",Chakad-Karun Fabrication Works,Procurement Lead,100000001,Khuzestan,1,fa8dae42-ba54-4920-a099-d18087623997,e1dbbf34-07c5-4cba-9457-7e2ea9669e58,100000002,30.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-03-01T08:00:00Z,2025-03-06T10:18:00Z,2,4,
fcb2a643-10cb-45bd-b740-7845b285bc99,"Galvanized Sheet, 45 t - Parsian Press Works Co.",Parsian Press Works Co.,Supply Chain Manager,100000003,Khorasan Razavi,1,fa8dae42-ba54-4920-a099-d18087623997,b9517936-0bdb-49cd-b1c4-93d60ebabba0,100000004,60.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-24T12:09:00Z,2025-02-27T13:13:00Z,2,4,
2f54a479-01be-4a20-bbb4-2117ffb99bcd,"Wire Rod, 60 t - Parsian Greenhouse Structures Co.",Parsian Greenhouse Structures Co.,Purchasing Manager,100000006,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,7fea49d0-cd49-43c8-871b-d8dff39a67a4,100000006,40.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-12T07:24:00Z,2025-02-15T06:47:00Z,2,4,
90d073ec-4a17-4a92-b1af-ec00e1921247,"Cold-Rolled Sheet, 40 t - Chakad Press Works Group",Chakad Press Works Group,Managing Director,100000003,Isfahan,1,fa8dae42-ba54-4920-a099-d18087623997,a9186b4a-1903-4d79-8175-0dd1dfefb733,100000003,45.0,8d35e4a3-fac0-475a-8c84-a54dd3bbe9cf,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-02-24T06:56:00Z,2025-02-26T06:22:00Z,1,3,bb8983ee-10ba-4b7f-a4cc-2319a4037d84
8ae052d3-5765-4ec2-bfe2-970a455620f8,"Hot-Rolled Sheet, 30 t - Parsian-Pardis Eskelet Felezi",Parsian-Pardis Eskelet Felezi,Managing Director,100000001,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,f33ab2c9-f9d1-475d-95c3-1c86daec9713,100000002,25.0,da798e97-b612-475d-8e9e-ed95d47e2d34,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-09T07:41:00Z,2025-03-13T10:43:00Z,1,3,c0b33263-ee67-471e-82c1-6b47ed33974e
0d76a570-56c6-4368-8d86-7612f4f4666e,"Cold-Rolled Sheet, 65 t - Karun Appliance Components Co.",Karun Appliance Components Co.,Managing Director,100000003,East Azerbaijan,1,fa8dae42-ba54-4920-a099-d18087623997,0854c4f6-c942-47ec-be70-60e807eb9578,100000003,45.0,540b06c0-b0f6-442e-80d5-b7fdeabc8764,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-17T07:09:00Z,2025-02-22T05:29:00Z,1,3,d1e80ced-3dcd-410e-8d7f-7341e51d90b7
e380caf7-cc80-4e5f-b0c7-47cdc7cc2c03,"Beams & Sections, 225 t - Rahyab-Arya Steel Structures",Rahyab-Arya Steel Structures,Purchasing Manager,100000001,Khorasan Razavi,1,fa8dae42-ba54-4920-a099-d18087623997,99b579bb-67fe-4c5f-bb5f-0bad26aea272,100000001,250.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-22T11:35:00Z,2025-02-26T06:04:00Z,2,6,
53cc3391-d8eb-411d-8cb8-2ea66ac9a374,"Hot-Rolled Sheet, 265 t - Farnam Ahan Forooshi Industries",Farnam Ahan Forooshi Industries,Supply Chain Manager,100000004,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,6fe0a1bc-9b61-4d0e-bc17-979aff2711fc,100000002,170.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-03-04T12:20:00Z,2025-03-09T10:36:00Z,2,7,
bf047ab2-a9b5-40f6-8371-95e7e0713459,"Cold-Rolled Sheet, 60 t - Pishgam Appliance Components Industries",Pishgam Appliance Components Industries,Purchasing Manager,100000003,Fars,1,fa8dae42-ba54-4920-a099-d18087623997,9735af57-6304-4ba6-8e90-c079c1d2bbca,100000003,40.0,4202a016-da4c-4126-9667-07757df5733d,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-20T09:02:00Z,2025-02-23T07:07:00Z,1,3,06098bc9-5030-48ec-b5c1-9ae3056666e3
c9eaa200-d3cc-40be-8ede-02cf8fcf4d2a,"Beams & Sections, 90 t - Navid-Darya Fabrication Works",Navid-Darya Fabrication Works,Supply Chain Manager,100000001,East Azerbaijan,1,fa8dae42-ba54-4920-a099-d18087623997,4cd3f6ad-1da5-4774-8b17-f7741bffaf79,100000001,105.0,f27efe6c-0564-4530-8e6c-3463f6ea1983,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-12T09:52:00Z,2025-02-15T05:54:00Z,1,3,e10af9ba-ef8e-4806-8df4-2e88408efdad
fbc9a5c6-e7f8-46fe-8c8b-2b58e6fdb144,"Galvanized Sheet, 150 t - Nima Press Works Group",Nima Press Works Group,Project Manager,100000003,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,17668ccc-4a29-42bd-bbef-68bd45553ab3,100000004,130.0,87b05c54-04ce-4aee-a110-5dcfca7d42cd,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-22T11:45:00Z,2025-02-25T08:11:00Z,1,3,30800021-1c53-4ff3-b0a0-bf908c5f31dd
4139b191-249a-4ec1-8b16-a3b70b0212b7,"Rebar, 370 t - Bamdad Urban Infrastructure Ltd.",Bamdad Urban Infrastructure Ltd.,Project Manager,100000005,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,71ba0cf3-fe73-4294-b286-93589e0f7d3f,100000000,215.0,ed49e068-e810-4af4-9fc4-db20265db946,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-25T05:28:00Z,2025-02-27T09:06:00Z,1,3,d3741d58-e2c1-4800-8390-b4dab0987d19
43c1fffd-e6d4-4850-93eb-49d888ed8d56,"Galvanized Sheet, 270 t - Sabalan Appliance Components Industries",Sabalan Appliance Components Industries,Site Engineer,100000003,Mazandaran,1,fa8dae42-ba54-4920-a099-d18087623997,6dde5358-0b49-4144-82b7-50d6a743fe00,100000004,145.0,c0d4173b-aa58-40e6-86ef-a55196d0ae38,5304317f-af42-412f-b838-b3268e944239,2025-02-18T10:02:00Z,2025-02-22T09:32:00Z,2,5,
7e8b5ccf-cbe9-42ee-877f-f30709aa8df1,"Beams & Sections, 40 t - Bamdad-Vista Steel Structures",Bamdad-Vista Steel Structures,Project Manager,100000001,Alborz,1,fa8dae42-ba54-4920-a099-d18087623997,528bd2de-1562-4845-888e-bf4675805d15,100000001,35.0,0187074b-e16d-4a59-8971-42bcbe1a45f7,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-24T05:55:00Z,2025-02-27T04:45:00Z,1,3,4257ee34-fc85-4065-ad67-92bb5b327b7b
2dd436d0-401b-4ca1-8db8-884f79270d71,"Rebar, 30 t - Nasim-Chakad Builders",Nasim-Chakad Builders,Purchasing Manager,100000000,Mazandaran,1,fa8dae42-ba54-4920-a099-d18087623997,e99f77d2-72e3-47af-a62c-e1880164cc5d,100000000,35.0,,5304317f-af42-412f-b838-b3268e944239,2025-03-03T09:42:00Z,2025-03-05T09:48:00Z,2,4,
2d47c84a-d3dc-47d4-8c62-ac5428c95338,"Rebar, 380 t - Varna Metals Supply Industries",Varna Metals Supply Industries,Procurement Lead,100000004,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,b9e37f0b-9aa7-491d-97a3-92e7b024a018,100000000,335.0,a2954ea0-f35f-475f-82bb-7a10348ea61e,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-26T07:20:00Z,2025-03-01T12:24:00Z,1,3,86d6dc2f-7080-420d-88fb-a112fac5f845
861cd4ee-e532-4a8c-8dec-2d12b028653f,"Rebar, 30 t - Golestan-Sadaf Builders",Golestan-Sadaf Builders,Managing Director,100000000,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,c8ff4dd8-47c7-4498-b915-9063e95e1564,100000000,25.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-19T13:05:00Z,2025-02-22T05:29:00Z,2,6,
8a2ae585-8f31-4afd-9c15-13bd03ba09e8,"Beams & Sections, 35 t - Ilia-Negin Fabrication Works",Ilia-Negin Fabrication Works,Site Engineer,100000001,Tehran,1,fa8dae42-ba54-4920-a099-d18087623997,be347890-1895-49de-aa39-9b7f37577987,100000001,40.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-25T04:31:00Z,2025-03-04T07:51:00Z,2,5,
e20446fa-e28f-4fc4-9a0b-c9869e7a630d,"Rebar, 545 t - Ilia Dam & Water Works Co.",Ilia Dam & Water Works Co.,Project Manager,100000005,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,5648f953-ed54-4cd5-9f25-36d8e6ca93e2,100000000,390.0,811414f8-d9df-4d0e-a25a-ed6cf0458043,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-24T07:40:00Z,2025-03-01T12:39:00Z,1,3,331f6e0e-88f9-4694-a498-e236dd71f167
315f6ced-bf07-42aa-9f9b-debbec77139b,"Rebar, 80 t - Ilia-Rayan Abadgaran",Ilia-Rayan Abadgaran,Purchasing Manager,100000000,Khuzestan,10,c194f97f-00e3-4026-95b6-de85390239d9,65857382-dc12-44af-8aac-093d58e36819,100000000,65.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-02-17T08:08:00Z,2025-02-22T12:02:00Z,2,6,
46a1e473-df82-412f-9383-9c0f2d839318,"Beams & Sections, 65 t - Sepehr Sazeh Co.",Sepehr Sazeh Co.,Project Manager,100000000,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,25ee9a3b-9e6b-4a7b-8f84-5913cf33d705,100000001,75.0,f7b217c7-ae92-4a71-8f7d-cb431679742f,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-27T10:46:00Z,2025-03-05T11:36:00Z,1,3,dbbf300b-f053-426e-8210-703ce4d553f7
c157d689-b625-4a11-9a05-bca73da82745,"Hot-Rolled Sheet, 30 t - Arvand-Arman Sazeh",Arvand-Arman Sazeh,Supply Chain Manager,100000000,Khorasan Razavi,10,c194f97f-00e3-4026-95b6-de85390239d9,f6596d4a-f7b8-4e9e-b5cc-1dfbfe0779f9,100000002,40.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-19T11:44:00Z,2025-02-23T13:09:00Z,2,6,
0055f969-6a01-4884-b6ed-f8b3a66d6812,"Hot-Rolled Sheet, 40 t - Yekta-Kowsar Steel Structures",Yekta-Kowsar Steel Structures,Procurement Lead,100000001,Hormozgan,10,c194f97f-00e3-4026-95b6-de85390239d9,d6279611-502c-4373-8fda-8ed8b3999f2b,100000002,45.0,aee8eca4-d95f-4dd3-9cb9-54c890b312ca,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-17T08:32:00Z,2025-02-20T09:51:00Z,1,3,099e875e-2306-4f89-8128-75e312004e76
7b71418f-4c7c-4e89-9412-3c717dae6320,"Pipes & Profiles, 445 t - Golestan Ahan Bazar Ltd.",Golestan Ahan Bazar Ltd.,Project Manager,100000004,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,ea61f108-53e8-4216-b36e-1870ed77dbd4,100000005,550.0,063c91f9-4eb5-4e55-bc16-470d2e112dcc,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-02-19T04:52:00Z,2025-02-22T04:49:00Z,1,3,07a60d80-f2f5-48b6-875c-13b9ed6cd0e7
1df80f05-0e5b-4701-a5fb-38395eaad27b,"Beams & Sections, 100 t - Tarava-Dena Steel Structures",Tarava-Dena Steel Structures,Managing Director,100000001,Isfahan,10,c194f97f-00e3-4026-95b6-de85390239d9,d79b30c4-51d1-4e79-92ad-e8365c58b2b2,100000001,80.0,cd0cb712-1784-4c41-94a3-8eee77d66316,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-02-22T09:23:00Z,2025-02-26T07:04:00Z,1,3,da6d72da-90c5-4a4a-8212-5fadb0372c92
4a1c3baa-d25c-4f82-97b3-da76bfa80526,"Galvanized Sheet, 35 t - Espadana Greenhouse Structures Group",Espadana Greenhouse Structures Group,Managing Director,100000006,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,5bde0066-0646-49bc-834c-3b6c16799e77,100000004,30.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-02-26T08:46:00Z,2025-02-27T10:24:00Z,2,5,
7728e710-82cc-42ec-b9e3-697272b4f161,"Pipes & Profiles, 150 t - Mahan Steel Merchants Co.",Mahan Steel Merchants Co.,Procurement Lead,100000004,Fars,10,c194f97f-00e3-4026-95b6-de85390239d9,43e601ec-957b-4f59-aad8-ee71e4ae9f39,100000005,140.0,3422bb5a-d9cc-41d2-ad9c-60cd5ea03d42,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-24T10:29:00Z,2025-02-26T10:10:00Z,1,3,521c060b-b9ca-43c4-90b0-8da1cd22faba
705e3f47-0b9d-49f3-8faa-b56c6955f227,"Pipes & Profiles, 20 t - Mehrgan Greenhouse Structures Co.",Mehrgan Greenhouse Structures Co.,Purchasing Manager,100000006,Alborz,10,c194f97f-00e3-4026-95b6-de85390239d9,32ddaa2c-69ab-41ca-9df1-95d60d1dac4a,100000005,30.0,,5304317f-af42-412f-b838-b3268e944239,2025-02-22T06:54:00Z,2025-02-24T12:23:00Z,2,6,
3d67090e-3a6f-4352-87f3-4447692d8f2f,"Hot-Rolled Sheet, 350 t - Mehr Loleh Sazi Co.",Mehr Loleh Sazi Co.,Site Engineer,100000002,East Azerbaijan,10,c194f97f-00e3-4026-95b6-de85390239d9,e09dc82b-7a9a-4477-9435-46c98cf38f0c,100000002,465.0,35cf159e-d31e-4a52-8f79-a24527d8f983,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-16T08:41:00Z,2025-02-20T10:16:00Z,1,3,4cb17d08-504f-47a7-ae7e-20948d1d7baa
91eb586a-a952-48e4-9a88-76753d43de1d,"Hot-Rolled Sheet, 55 t - Darya-Jahan Fabrication Works",Darya-Jahan Fabrication Works,Managing Director,100000001,Khorasan Razavi,10,c194f97f-00e3-4026-95b6-de85390239d9,c24750a9-a1a0-4993-8670-796784a53e31,100000002,50.0,7ee385c2-274f-4207-a8b1-ca19b6b581af,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-02-17T10:35:00Z,2025-02-22T11:42:00Z,1,3,96371f60-9f3c-40f6-a894-6734f7b6320d
6f7e0375-eaba-4835-8bd8-515ed5c54d5f,"Beams & Sections, 60 t - Mahtab-Farnam Steel Structures",Mahtab-Farnam Steel Structures,Procurement Lead,100000001,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,c6582982-3ec2-4b6f-8f72-1793c738e97e,100000001,75.0,76cfd5b6-2902-4bda-bcfc-1f9f0af689dd,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-02-26T05:58:00Z,2025-03-01T06:52:00Z,1,3,642ff652-23a5-496e-9586-2c7539ce3af7
af83303c-fc35-4b53-af3b-b0028703cc53,"Hot-Rolled Sheet, 110 t - Navid Profile Works Co.",Navid Profile Works Co.,Purchasing Manager,100000002,Isfahan,10,c194f97f-00e3-4026-95b6-de85390239d9,75dc654f-675d-44cb-b028-c1ded6e92ba8,100000002,165.0,8b609d1e-6c72-4cf8-a11d-b3501169d505,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-02-13T05:45:00Z,2025-02-16T12:18:00Z,1,3,a9c5baf4-14fe-4842-9064-f897e713ca88
86094fee-e877-470e-ae51-9a9b81132981,"Hot-Rolled Sheet, 55 t - Helia-Sepehr Omran",Helia-Sepehr Omran,Purchasing Manager,100000000,Fars,10,c194f97f-00e3-4026-95b6-de85390239d9,caedf979-da80-4e84-a621-6b57e612b08a,100000002,50.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-16T10:57:00Z,2025-02-22T05:59:00Z,2,5,
bf68e608-6c28-4bbf-b407-0fe56c1f96c5,"Hot-Rolled Sheet, 40 t - Tous Eskelet Felezi Co.",Tous Eskelet Felezi Co.,Purchasing Manager,100000001,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,0790bf34-b00f-4c0e-811d-5c66feee61a9,100000002,45.0,3dba6da8-5844-49fc-914b-9547c9dc72b8,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-02-12T10:40:00Z,2025-02-16T12:31:00Z,2,5,
a3edaaf9-38fa-4094-8dbe-cfd5af0a5ad2,"Beams & Sections, 170 t - Elham Urban Infrastructure Co.",Elham Urban Infrastructure Co.,Site Engineer,100000005,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,a2aa7f9a-79fe-4183-93f5-4676e2572729,100000001,175.0,ef158d5b-2d00-4d05-966d-4627e1dace6a,5304317f-af42-412f-b838-b3268e944239,2025-02-12T08:26:00Z,2025-02-16T12:41:00Z,1,3,1a9efcd5-65a6-4491-b934-e46e9777528e
2070ee0a-1b5e-4e45-b056-30ff3dbffc1b,"Rebar, 15 t - Arvand-Tous Builders",Arvand-Tous Builders,Managing Director,100000000,Hormozgan,10,c194f97f-00e3-4026-95b6-de85390239d9,d748c6f4-ec06-415a-b4be-f407559d1417,100000000,25.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-20T09:23:00Z,2025-02-24T05:38:00Z,2,5,
f91b43c6-2ac6-4f88-918c-6ab948a0e962,"Rebar, 25 t - Iranmehr-Rayan Builders",Iranmehr-Rayan Builders,Supply Chain Manager,100000000,Isfahan,10,c194f97f-00e3-4026-95b6-de85390239d9,13ec721b-b6e3-4494-b345-fa1b708a3515,100000000,20.0,b8fcc7fd-f729-4f09-868a-00a99a2f99a7,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-02-17T10:03:00Z,2025-02-22T07:26:00Z,1,3,76e239a2-d97a-49a0-af60-3cf459fec3fe
238fe648-62dd-4daf-b874-481c68021f9e,"Hot-Rolled Sheet, 75 t - Orang-Jahan Construction",Orang-Jahan Construction,Purchasing Manager,100000000,Tehran,10,c194f97f-00e3-4026-95b6-de85390239d9,4b576881-72f3-46a3-b135-318d55016ddb,100000002,85.0,510d729e-a986-4452-82d0-c34f7c5c0288,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-03-01T08:40:00Z,2025-03-02T12:19:00Z,1,3,cc7ac319-26b0-4819-a5ea-de18a95599f9
abc163b1-683b-48c9-8e9d-fe133bbf056b,"Rebar, 40 t - Farnam-Golestan Construction",Farnam-Golestan Construction,Purchasing Manager,100000000,Mazandaran,10,c194f97f-00e3-4026-95b6-de85390239d9,ed85612a-ec95-463e-b79e-fcb67033f898,100000000,35.0,aa99c64c-8950-4eb1-9595-bdbf33f0831a,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-16T13:26:00Z,2025-02-24T04:40:00Z,1,3,6a2619ef-e1d8-464c-afa4-cc4bbaaef35b
56fe5897-4f14-4098-92b5-0d5cdf7d51c2,"Beams & Sections, 75 t - Elham-Kimia Construction",Elham-Kimia Construction,Managing Director,100000000,East Azerbaijan,10,c194f97f-00e3-4026-95b6-de85390239d9,97c6da93-aa7f-4c01-95a3-d3425b09c75d,100000001,110.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-02-22T10:30:00Z,2025-02-24T07:18:00Z,2,5,
